"searchedTranscript","transcriptGene"
"ENST00000472663","MSRB2"
"ENST00000472697","XRN1"
"ENST00000472705","NEPRO"
"ENST00000472741","C1orf159"
"ENST00000472745","TCEAL4"
"ENST00000472827","LMBRD1"
"ENST00000472885","SIAH2"
"ENST00000472890","LINC01213"
"ENST00000472909","ZNF566"
"ENST00000472931","ETV1"
"ENST00000473023","POLE4"
"ENST00000473031","RN7SL418P"
"ENST00000473045","KLHL24"
"ENST00000473068","LRGUK"
"ENST00000473081","ANKRD44"
"ENST00000473114","RPL13P11"
"ENST00000473168","POM121C"
"ENST00000473183","ESRP2"
"ENST00000473296","CP"
"ENST00000473428","RHOQ"
"ENST00000473443","PLCD4"
"ENST00000473456","TMEM209"
"ENST00000473530","FCGR2C"
"ENST00000473606","AP1B1"
"ENST00000473665","GGCX"
"ENST00000473700","RPS20P22"
"ENST00000473756","LINC00973"
"ENST00000474122","LNPEP"
"ENST00000474142","ZMPSTE24"
"ENST00000474178","RAB3GAP2"
"ENST00000474210","MIEN1"
"ENST00000474267","WNT5A"
"ENST00000474289","ECHDC1"
"ENST00000474292","KIFAP3"
"ENST00000474375","RABGAP1L"
"ENST00000474384","SNRPB"
"ENST00000474409","CNN3"
"ENST00000474415","PPP1R26P1"
"ENST00000474419","SEC1P"
"ENST00000474438","CDH22"
"ENST00000474513","ATXN7"
"ENST00000474571","ITGAV"
"ENST00000474585","LARS2"
"ENST00000474639","MIGA2"
"ENST00000474683","MED18"
"ENST00000474690","NME9"
"ENST00000474691","EPCAM"
"ENST00000474693","FLVCR1"
"ENST00000474709","ADAM15"
"ENST00000474710","ZBTB20"
"ENST00000474765","PDHB"
"ENST00000474769","NECTIN3-AS1"
"ENST00000474774","SLC22A17"
"ENST00000474801","DNAH14"
"ENST00000474852","TPR"
"ENST00000474913","CGB2"
"ENST00000474919","ZRANB3"
"ENST00000474937","NIN"
"ENST00000474938","NEK10"
"ENST00000474968","AK4"
"ENST00000474998","LY9"
"ENST00000475074","IMP4"
"ENST00000475082","MYRIP"
"ENST00000475127","RCSD1"
"ENST00000475164","LUZP1"
"ENST00000475170","ITGB2"
"ENST00000475184","ITGB1"
"ENST00000475208","TMEM54"
"ENST00000475216","TSPAN7"
"ENST00000475327","CCT4P1"
"ENST00000475336","TNIK"
"ENST00000475379","WDHD1"
"ENST00000475402","PCBP3"
"ENST00000475414","PI4KA"
"ENST00000475422","ITSN1"
"ENST00000475435","FBXO44"
"ENST00000475455","INHCAP"
"ENST00000475495","TRAIP"
"ENST00000475505","PLOD2"
"ENST00000475572","LAMB4"
"ENST00000475584","IGF2R"
"ENST00000475595","TSEN2"
"ENST00000475668","MGAM"
"ENST00000475759","GHRL"
"ENST00000475762","RAD51C"
"ENST00000475873","USP4"
"ENST00000475914","SHLD2P1"
"ENST00000475972","IL20RB"
"ENST00000476052","ARPP21"
"ENST00000476129","SLC51A"
"ENST00000476158","ZNF669"
"ENST00000476271","RN7SL685P"
"ENST00000476314","SYCP2"
"ENST00000476408","CD53"
"ENST00000476507","DPH5"
"ENST00000476510","GTPBP2"
"ENST00000476532","SASH3"
"ENST00000476553","NUP58"
"ENST00000476559","RPGR"
"ENST00000476594","CCM2"
"ENST00000476661","CEP170"
"ENST00000476688","AMPD2"
"ENST00000476691","CDK5"
"ENST00000476741","RAD51C"
"ENST00000476777","BRCA1"
"ENST00000476794","FNDC3B"
"ENST00000476809","IQCJ-SCHIP1"
"ENST00000476822","ZNF335"
"ENST00000476911","IFI44"
"ENST00000476948","PWP2"
"ENST00000476952","SEL1L2"
"ENST00000476969","MPHOSPH10"
"ENST00000476991","GLS2"
"ENST00000477026","DUSP10"
"ENST00000477069","NUP188"
"ENST00000477124","MAP7D3"
"ENST00000477144","HOXB-AS3"
"ENST00000477186","SCAI"
"ENST00000477206","GUK1"
"ENST00000477262","SUN2"
"ENST00000477274","IRAK1"
"ENST00000477392","LINC00996"
"ENST00000477396","AK8"
"ENST00000477429","COL4A5"
"ENST00000477441","TRIP12"
"ENST00000477456","ORM1"
"ENST00000477486","RBMS1"
"ENST00000477535","IRF5"
"ENST00000477537","HLA-DMB"
"ENST00000477549","DHX36"
"ENST00000477601","NFKBIZ"
"ENST00000477604","ACAD11"
"ENST00000477706","HSD17B10"
"ENST00000477781","RN7SL578P"
"ENST00000477910","INPP5K"
"ENST00000477965","RBMS1"
"ENST00000477993","FABP5P3"
"ENST00000478051","SLC22A11"
"ENST00000478060","CNTNAP4"
"ENST00000478086","ZNF518A"
"ENST00000478091","NT5DC2"
"ENST00000478171","PLXNB1"
"ENST00000478182","CD80"
"ENST00000478210","ARHGEF19"
"ENST00000478246","FAM166B"
"ENST00000478276","STAT3"
"ENST00000478277","NIT1"
"ENST00000478295","PROM2"
"ENST00000478325","BRINP2"
"ENST00000478384","FAM122B"
"ENST00000478423","NPHP4"
"ENST00000478485","UBAC1"
"ENST00000478505","MECR"
"ENST00000478550","SLC25A17"
"ENST00000478570","CADPS"
"ENST00000478598","RNF7P1"
"ENST00000478644","HOXB3"
"ENST00000478647","MRAS"
"ENST00000478731","PSME4"
"ENST00000478736","PDE1C"
"ENST00000478738","CMPK2"
"ENST00000478776","VLDLR"
"ENST00000478979","CCDC78"
"ENST00000478995","BTK"
"ENST00000479002","CAD"
"ENST00000479017","RPL29"
"ENST00000479026","BCL11A"
"ENST00000479038","GUSB"
"ENST00000479046","TRDMT1"
"ENST00000479051","VARS1"
"ENST00000479118","GRIA3"
"ENST00000479178","RN7SL654P"
"ENST00000479263","PRKCZ"
"ENST00000479280","ABTB1"
"ENST00000479306","RNF20"
"ENST00000479334","LY6G6D"
"ENST00000479353","PTGER3"
"ENST00000479361","PERM1"
"ENST00000479368","CCDC80"
"ENST00000479441","CACNA2D2"
"ENST00000479442","STK25"
"ENST00000479522","FAS"
"ENST00000479569","PLP1"
"ENST00000479676","RN7SL282P"
"ENST00000479679","TANGO2"
"ENST00000479690","WIPI2"
"ENST00000479693","PI4KAP2"
"ENST00000479739","SH3YL1"
"ENST00000479774","UXS1"
"ENST00000479783","IQCA1"
"ENST00000479871","POLE3"
"ENST00000479898","DTNB"
"ENST00000479939","FKBP14"
"ENST00000480062","ARPC2"
"ENST00000480064","PBRM1"
"ENST00000480103","PLEKHH2"
"ENST00000480133","ST3GAL6"
"ENST00000480148","FAXC"
"ENST00000480166","RN7SL88P"
"ENST00000480170","LIPT1"
"ENST00000480210","USP54"
"ENST00000480244","IL17RE"
"ENST00000480297","ACTA2"
"ENST00000480305","TNFRSF14"
"ENST00000480308","FCGR2B"
"ENST00000480368","KMT2E"
"ENST00000480369","RPL21P99"
"ENST00000480400","WIPF1"
"ENST00000480432","RFC2"
"ENST00000480492","IGKV1-12"
"ENST00000480499","NADK"
"ENST00000480514","EFCAB10"
"ENST00000480539","ABCF3"
"ENST00000480547","IGF2BP3"
"ENST00000480558","CYP2E1"
"ENST00000480574","KIF2C"
"ENST00000480590","JMJD4"
"ENST00000480602","PUM1"
"ENST00000480746","SIDT1"
"ENST00000480847","FGGY"
"ENST00000480904","THUMPD3-AS1"
"ENST00000480957","AMT"
"ENST00000481093","TCTN1"
"ENST00000481097","VASH2"
"ENST00000481183","TARBP1"
"ENST00000481230","MAPK3"
"ENST00000481261","RPS6KA2"
"ENST00000481266","CDK5RAP2"
"ENST00000481279","SUCLA2"
"ENST00000481300","CBX3"
"ENST00000481331","ATXN2"
"ENST00000481340","ARSD"
"ENST00000481403","GPR146"
"ENST00000481555","TCEAL4"
"ENST00000481601","CCDC183"
"ENST00000481616","PDS5B"
"ENST00000481620","TMEM67"
"ENST00000481626","STAB1"
"ENST00000481665","FES"
"ENST00000481747","TMEM74B"
"ENST00000481764","NHEJ1"
"ENST00000481766","NECTIN3"
"ENST00000481838","MX2"
"ENST00000481897","RAB3IP"
"ENST00000481922","MYH7B"
"ENST00000481940","CATIP"
"ENST00000481944","AHR"
"ENST00000482033","MYRIP"
"ENST00000482041","RINT1"
"ENST00000482063","LRRC8C"
"ENST00000482131","ZMYM4"
"ENST00000482138","KLHL24"
"ENST00000482189","RPS4XP1"
"ENST00000482202","TMUB1"
"ENST00000482219","FAM184A"
"ENST00000482225","PLEKHB2"
"ENST00000482226","FCGR2C"
"ENST00000482235","ANTXR1"
"ENST00000482237","ORAI2"
"ENST00000482269","TTLL3"
"ENST00000482369","STEAP2"
"ENST00000482398","UCK1"
"ENST00000482434","VEPH1"
"ENST00000482460","CYTH3"
"ENST00000482466","LRRFIP2"
"ENST00000482486","PABPC1L"
"ENST00000482510","PSMD6"
"ENST00000482580","TMEM217"
"ENST00000482596","CHD6"
"ENST00000482628","MLF1"
"ENST00000482637","SYNDIG1"
"ENST00000482641","GPR158"
"ENST00000482709","ZNF644"
"ENST00000482727","ZNF542P"
"ENST00000482754","NEBL"
"ENST00000482770","LRRC19"
"ENST00000482778","RGPD5"
"ENST00000482793","MYO16"
"ENST00000482812","GALNT11"
"ENST00000482831","DNER"
"ENST00000482840","MAPK8"
"ENST00000482876","TIA1"
"ENST00000482887","REV1"
"ENST00000482917","FIGN"
"ENST00000482992","ERICH6B"
"ENST00000483069","SFMBT1"
"ENST00000483098","RBSN"
"ENST00000483107","AIFM3"
"ENST00000483134","CFAP91"
"ENST00000483163","SEC1P"
"ENST00000483170","ATP6V1G2"
"ENST00000483173","BRD9"
"ENST00000483295","RGS2"
"ENST00000483388","ZNF362"
"ENST00000483392","DCT"
"ENST00000483484","LAMB4"
"ENST00000483487","SLC11A1"
"ENST00000483505","TMEM199"
"ENST00000483552","PPIL1"
"ENST00000483613","RPS3AP34"
"ENST00000483614","RPL18AP13"
"ENST00000483618","HYI"
"ENST00000483690","MCF2"
"ENST00000483702","CCDC154"
"ENST00000483716","DAGLB"
"ENST00000483737","CERCAM"
"ENST00000483798","DNAJC12"
"ENST00000483825","CD247"
"ENST00000483910","ST3GAL6"
"ENST00000483930","CTSS"
"ENST00000484020","KANSL3"
"ENST00000484050","LYSMD4"
"ENST00000484098","STRADB"
"ENST00000484180","INMT"
"ENST00000484208","SLC2A8"
"ENST00000484212","TFEC"
"ENST00000484240","RPS7P11"
"ENST00000484246","UPF3A"
"ENST00000484257","RNFT1"
"ENST00000484337","TTC7A"
"ENST00000484343","KCNMA1"
"ENST00000484351","METTL5"
"ENST00000484367","PLG"
"ENST00000484386","MFAP1"
"ENST00000484421","TDRKH"
"ENST00000484425","FAM71F1"
"ENST00000484433","PIR"
"ENST00000484436","FBXO9"
"ENST00000484461","EFCAB14"
"ENST00000484548","MBP"
"ENST00000484655","BOLA3"
"ENST00000484667","HES4"
"ENST00000484729","HLA-DQB1"
"ENST00000484735","ITGB1BP1"
"ENST00000484756","ACE2"
"ENST00000484838","PEMT"
"ENST00000484842","OPHN1"
"ENST00000484851","PIK3CD"
"ENST00000484853","MKI67"
"ENST00000484909","RASGRP3"
"ENST00000484928","TMEM176A"
"ENST00000485013","GAD1"
"ENST00000485027","KPNA1"
"ENST00000485051","FARP2"
"ENST00000485134","PYHIN1"
"ENST00000485233","CCDC126"
"ENST00000485300","IL6"
"ENST00000485377","IQSEC2"
"ENST00000485392","LOC100507547"
"ENST00000485396","ARMC8"
"ENST00000485486","FTSJ1"
"ENST00000485510","PTGES2"
"ENST00000485512","MTRF1L"
"ENST00000485531","GALT"
"ENST00000485539","RNF207"
"ENST00000485574","RN7SL234P"
"ENST00000485605","CEACAM1"
"ENST00000485654","MRPL2"
"ENST00000485672","ATP1A3"
"ENST00000485722","EIF4G3"
"ENST00000485760","DAB1"
"ENST00000485762","PALM2AKAP2"
"ENST00000485775","STRIP1"
"ENST00000485778","FCGR2B"
"ENST00000485781","MDH1"
"ENST00000485849","SLC12A8"
"ENST00000485886","MVB12B"
"ENST00000486006","ANKRD44"
"ENST00000486019","DNAL4"
"ENST00000486032","COPS3"
"ENST00000486084","TSTD1"
"ENST00000486172","CADPS"
"ENST00000486215","ODF2L"
"ENST00000486269","FABP5"
"ENST00000486434","GABBR1"
"ENST00000486455","DNASE1L3"
"ENST00000486463","GPAT2"
"ENST00000486610","ATAD2B"
"ENST00000486640","KIAA0930"
"ENST00000486685","TSPAN33"
"ENST00000486734","ZFAND2B"
"ENST00000486759","CABYR"
"ENST00000486793","GMDS"
"ENST00000486808","RN7SL265P"
"ENST00000486841","IPPK"
"ENST00000486876","IPO13"
"ENST00000486895","DLEU1"
"ENST00000486944","KCNMB3"
"ENST00000486946","AGAP3"
"ENST00000486964","POLR1A"
"ENST00000486967","FAM228B"
"ENST00000486984","BLVRA"
"ENST00000487017","COL7A1"
"ENST00000487047","GALNT13"
"ENST00000487085","ADD3"
"ENST00000487126","MSS51"
"ENST00000487168","KRIT1"
"ENST00000487188","VPS13D"
"ENST00000487196","TASOR2"
"ENST00000487230","DOCK8"
"ENST00000487290","HCLS1"
"ENST00000487303","SLC17A9"
"ENST00000487305","TMEM39B"
"ENST00000487380","ABCB6"
"ENST00000487498","CCDC14"
"ENST00000487522","EIF5A2"
"ENST00000487525","RAD51C"
"ENST00000487527","ANKRD13B"
"ENST00000487558","CUL3"
"ENST00000487562","ACP6"
"ENST00000487591","RRM2"
"ENST00000487621","SEMA3C"
"ENST00000487647","FGFR1"
"ENST00000487653","AP3M1"
"ENST00000487663","CCDC150"
"ENST00000487718","RN7SL215P"
"ENST00000487724","EXD2"
"ENST00000487752","CLEC2D"
"ENST00000487792","MEAF6"
"ENST00000487940","RNF5"
"ENST00000487977","MIR29B2CHG"
"ENST00000488019","RWDD4P1"
"ENST00000488069","CCDC12"
"ENST00000488072","SHROOM1"
"ENST00000488079","FBXO24"
"ENST00000488084","STARD7"
"ENST00000488107","TFDP2"
"ENST00000488149","MCF2L2"
"ENST00000488215","RERE"
"ENST00000488243","NISCH"
"ENST00000488267","SLBP"
"ENST00000488303","STX5"
"ENST00000488369","DNAI1"
"ENST00000488391","LCN2"
"ENST00000488416","RN7SL30P"
"ENST00000488467","FHIT"
"ENST00000488516","FASTKD1"
"ENST00000488562","SORBS2"
"ENST00000488569","IRF5"
"ENST00000488586","MZT2A"
"ENST00000488623","CTNS"
"ENST00000488669","AGER"
"ENST00000488714","TAPT1"
"ENST00000488717","TRPC4"
"ENST00000488746","SELENOK"
"ENST00000488782","ACTR3B"
"ENST00000488784","YY1AP1"
"ENST00000488896","PTPN4"
"ENST00000488903","GALNT2"
"ENST00000488905","HDAC6"
"ENST00000488923","HDLBP"
"ENST00000488925","CCDC136"
"ENST00000488962","CRY2"
"ENST00000489030","USP11"
"ENST00000489041","MTHFD2"
"ENST00000489043","POLR2H"
"ENST00000489049","PDCD4"
"ENST00000489074","INGX"
"ENST00000489103","HIVEP3"
"ENST00000489120","ABHD1"
"ENST00000489149","DTL"
"ENST00000489155","PFN2"
"ENST00000489192","ABCB8"
"ENST00000489224","CHL1"
"ENST00000489231","CYP3A5"
"ENST00000489241","XRN1"
"ENST00000489254","CEP70"
"ENST00000489272","CBWD1"
"ENST00000489286","AKR7A2"
"ENST00000489302","PDZD8"
"ENST00000489342","RAB4A"
"ENST00000489357","VTI1A"
"ENST00000489414","EXOSC3"
"ENST00000489441","SERPINB5"
"ENST00000489475","HOXB3"
"ENST00000489501","ADCY2"
"ENST00000489517","PRRT4"
"ENST00000489534","RNF146"
"ENST00000489546","TSGA10"
"ENST00000489565","PARD3B"
"ENST00000489601","SH3BP4"
"ENST00000489669","CDCA7L"
"ENST00000489687","CNOT9"
"ENST00000489773","IPO13"
"ENST00000489791","IGSF10"
"ENST00000489804","OBSL1"
"ENST00000489827","LNPK"
"ENST00000489843","ARF4"
"ENST00000489855","REEP1"
"ENST00000489870","CCT3"
"ENST00000489912","LSM10"
"ENST00000489980","GNLY"
"ENST00000490025","BTN2A2"
"ENST00000490027","TTLL6"
"ENST00000490046","ACSS2"
"ENST00000490235","VEPH1"
"ENST00000490236","RAB18"
"ENST00000490253","PLCG1"
"ENST00000490264","KCTD6"
"ENST00000490289","UBE2V1"
"ENST00000490300","CCDC22"
"ENST00000490308","EPB41"
"ENST00000490390","TRMT61B"
"ENST00000490461","RN7SL37P"
"ENST00000490530","MTM1"
"ENST00000490550","KIFAP3"
"ENST00000490609","COL2A1"
"ENST00000490629","GPC2"
"ENST00000490691","SETMAR"
"ENST00000490726","MEIS1"
"ENST00000490736","UEVLD"
"ENST00000490810","GUCD1"
"ENST00000490902","LY9"
"ENST00000490904","MAP3K4"
"ENST00000490913","IQCE"
"ENST00000490952","FHIT"
"ENST00000490961","RPL17P21"
"ENST00000490982","TRPM2"
"ENST00000490991","ROBO2"
"ENST00000491024","PLEKHN1"
"ENST00000491066","PLXNA3"
"ENST00000491071","RIMS1"
"ENST00000491082","FAM189B"
"ENST00000491134","PRDM2"
"ENST00000491188","ZNF239"
"ENST00000491205","CLIC2"
"ENST00000491206","RFC2"
"ENST00000491236","RBM3"
"ENST00000491269","C3orf18"
"ENST00000491298","PFKL"
"ENST00000491334","CDK5RAP2"
"ENST00000491340","PDE4B"
"ENST00000491399","MELTF"
"ENST00000491417","PER2"
"ENST00000491495","CEP350"
"ENST00000491520","CDC45"
"ENST00000491687","PIGO"
"ENST00000491725","RPS2P37"
"ENST00000491820","HHLA2"
"ENST00000491848","ZNF124"
"ENST00000491941","MMEL1"
"ENST00000491966","RPS19BP1"
"ENST00000492002","EGFL7"
"ENST00000492042","DHX57"
"ENST00000492059","FBLN2"
"ENST00000492066","STX5"
"ENST00000492068","PTGDS"
"ENST00000492078","TBC1D2B"
"ENST00000492154","SLC9A4"
"ENST00000492158","ANKRD6"
"ENST00000492161","GASK1A"
"ENST00000492247","BBOF1"
"ENST00000492251","DOCK10"
"ENST00000492273","KIAA0930"
"ENST00000492288","CYBB"
"ENST00000492299","ELAVL4"
"ENST00000492305","TSPAN9"
"ENST00000492347","AGAP4"
"ENST00000492401","GPR89A"
"ENST00000492404","TAF1"
"ENST00000492465","RPARP-AS1"
"ENST00000492487","SMYD3"
"ENST00000492526","SLTM"
"ENST00000492534","RAB29"
"ENST00000492546","SP100"
"ENST00000492654","HHEX"
"ENST00000492664","CAPN2"
"ENST00000492683","LINC02030"
"ENST00000492697","ALDH5A1"
"ENST00000492735","NMNAT1"
"ENST00000492763","FAM3A"
"ENST00000492813","MAST2"
"ENST00000492840","SND1"
"ENST00000492905","PTBP2"
"ENST00000492918","RBP1"
"ENST00000492925","RPL23AP49"
"ENST00000492964","CHN1"
"ENST00000492980","CCDC88B"
"ENST00000492983","ATP13A3"
"ENST00000493012","ARHGAP22"
"ENST00000493039","CSTF1"
"ENST00000493269","RARS2"
"ENST00000493401","FLII"
"ENST00000493409","CCSER2"
"ENST00000493484","EHMT1"
"ENST00000493549","DENND2C"
"ENST00000493564","SGIP1"
"ENST00000493568","PIK3CB"
"ENST00000493658","ARID1B"
"ENST00000493691","RIOK1"
"ENST00000493743","SEMA3F"
"ENST00000493776","ZNF709"
"ENST00000493779","PXDN"
"ENST00000493784","ABHD10"
"ENST00000493789","DPYSL2"
"ENST00000493881","HLTF"
"ENST00000493907","NPRL2"
"ENST00000493917","BAG1"
"ENST00000493923","HDAC6"
"ENST00000493927","DPYSL4"
"ENST00000493969","GIMAP6"
"ENST00000493980","SLC6A20"
"ENST00000494004","ADAMTS9"
"ENST00000494043","MCF2L"
"ENST00000494061","ZMYM2"
"ENST00000494080","CCDC88B"
"ENST00000494118","ZNF385D"
"ENST00000494139","MIPEP"
"ENST00000494163","IFT172"
"ENST00000494176","EML3"
"ENST00000494239","DNAJC27"
"ENST00000494250","STAM"
"ENST00000494349","TMEM176A"
"ENST00000494411","PCMT1"
"ENST00000494430","TF"
"ENST00000494516","GATAD2A"
"ENST00000494613","LIMS2"
"ENST00000494620","SCRN1"
"ENST00000494622","OVGP1"
"ENST00000494683","DENND4B"
"ENST00000494757","WIPF2"
"ENST00000494761","LINC02047"
"ENST00000494765","ALG6"
"ENST00000494818","B3GALNT1"
"ENST00000494836","YIF1A"
"ENST00000494839","OBSCN"
"ENST00000494848","ALAD"
"ENST00000494867","USP34"
"ENST00000494873","RNF11"
"ENST00000494884","WRAP73"
"ENST00000494918","GOSR1"
"ENST00000494966","NIPSNAP1"
"ENST00000494992","SLC35G1"
"ENST00000495000","MIR9-1HG"
"ENST00000495052","LDHA"
"ENST00000495089","NFKBIZ"
"ENST00000495090","SYNE1"
"ENST00000495100","GPC1"
"ENST00000495170","TLE4"
"ENST00000495182","DAPK1"
"ENST00000495263","DOC2GP"
"ENST00000495277","MAPK11"
"ENST00000495306","SH2D2A"
"ENST00000495316","PSG4"
"ENST00000495365","LYPLA2"
"ENST00000495368","SEC61A2"
"ENST00000495442","A2M"
"ENST00000495456","DNAH14"
"ENST00000495548","ECI2"
"ENST00000495579","ATF6B"
"ENST00000495604","ARL5A"
"ENST00000495668","TRIM34"
"ENST00000495681","ASCC2"
"ENST00000495741","MITF"
"ENST00000495756","ATG3"
"ENST00000495765","AZGP1"
"ENST00000495859","LY6G6C"
"ENST00000495882","GAL3ST4"
"ENST00000495920","ECHDC2"
"ENST00000495949","RALGAPB"
"ENST00000495958","CAAP1"
"ENST00000495964","ARMCX6"
"ENST00000495986","HSD17B10"
"ENST00000495994","CACHD1"
"ENST00000495998","SMO"
"ENST00000496011","WASH6P"
"ENST00000496040","RPL5P23"
"ENST00000496050","SSR3"
"ENST00000496059","EIF2AK2"
"ENST00000496076","CLTC"
"ENST00000496191","KMT2E"
"ENST00000496202","PRPF3"
"ENST00000496255","H3P13"
"ENST00000496283","PAPOLG"
"ENST00000496292","ARF4"
"ENST00000496318","HLA-DQA1"
"ENST00000496460","TOR2A"
"ENST00000496501","ADHFE1"
"ENST00000496570","DNMT3A"
"ENST00000496594","PTGES2"
"ENST00000496677","CLDN12"
"ENST00000496693","LINC01322"
"ENST00000496807","SNTN"
"ENST00000496838","TSC22D1"
"ENST00000496850","STK26"
"ENST00000496874","FAM234A"
"ENST00000496891","LRRC77P"
"ENST00000496905","AURKAIP1"
"ENST00000496956","EFCAB7"
"ENST00000497171","PHC3"
"ENST00000497179","USP11"
"ENST00000497222","TAF1"
"ENST00000497280","AZIN2"
"ENST00000497287","GPATCH4"
"ENST00000497358","NRDC"
"ENST00000497380","USP13"
"ENST00000497439","POMGNT1"
"ENST00000497459","SDCCAG8"
"ENST00000497468","RN7SL558P"
"ENST00000497511","SKAP2"
"ENST00000497552","LOC100507547"
"ENST00000497604","UXS1"
"ENST00000497645","VWA7"
"ENST00000497658","PHC3"
"ENST00000497672","TIA1"
"ENST00000497680","FAM120C"
"ENST00000497699","BAMBI"
"ENST00000497704","RN7SL612P"
"ENST00000497755","CLIC4"
"ENST00000497869","TNFRSF4"
"ENST00000497876","ZNF341"
"ENST00000497897","ABHD11"
"ENST00000497911","SLCO1C1"
"ENST00000497999","ALKBH6"
"ENST00000498006","ATAD2B"
"ENST00000498038","HLA-DPB1"
"ENST00000498121","PCBP3"
"ENST00000498139","ARTN"
"ENST00000498145","IFT80"
"ENST00000498154","FOXP1"
"ENST00000498155","VKORC1"
"ENST00000498168","EXOSC7"
"ENST00000498181","GIMAP5"
"ENST00000498193","SETDB1"
"ENST00000498203","SPAG4"
"ENST00000498225","KIF17"
"ENST00000498250","GOLGA4"
"ENST00000498326","CLDN12"
"ENST00000498343","RRM2"
"ENST00000498385","MIF"
"ENST00000498388","PRKCE"
"ENST00000498479","RC3H2"
"ENST00000498483","MAGED4"
"ENST00000498514","SGMS1"
"ENST00000498527","CEP41"
"ENST00000498528","KDM3A"
"ENST00000498575","LOC100507547"
"ENST00000498627","PUM1"
"ENST00000498655","PTPRG-AS1"
"ENST00000498698","HMGCL"
"ENST00000498833","FAM126A"
"ENST00000498841","PFKL"
"ENST00000498875","KLHL8"
"ENST00000501056","MTCYBP18"
"ENST00000501579","RORA-AS1"
"ENST00000501744","H2AJ"
"ENST00000501869","TMEM161B-AS1"
"ENST00000501916","CPEB2-DT"
"ENST00000502290","ELMOD2"
"ENST00000502348","GRAMD2B"
"ENST00000502350","SH3TC1"
"ENST00000502371","APC"
"ENST00000502407","GALNT7"
"ENST00000502489","PDZD2"
"ENST00000502509","MTRR"
"ENST00000502587","MGST2"
"ENST00000502645","LOC101929710"
"ENST00000502663","NOP16"
"ENST00000502677","RASGRF2"
"ENST00000502820","HTT"
"ENST00000502899","IK"
"ENST00000502937","CUL9"
"ENST00000502943","PROM1"
"ENST00000503018","XG"
"ENST00000503055","SPATA18"
"ENST00000503059","NNT"
"ENST00000503107","PURPL"
"ENST00000503204","CPNE4"
"ENST00000503242","NREP-AS1"
"ENST00000503247","METAP1"
"ENST00000503295","ACSF2"
"ENST00000503415","LINC02063"
"ENST00000503447","SMUG1"
"ENST00000503461","ADH1A"
"ENST00000503464","TOPBP1"
"ENST00000503486","AACSP1"
"ENST00000503490","ACAD10"
"ENST00000503509","SERF1A"
"ENST00000503622","CTNND2"
"ENST00000503642","LYRM9"
"ENST00000503665","PARP8"
"ENST00000503683","SEC24D"
"ENST00000503721","EDNRA"
"ENST00000503734","SAMD14"
"ENST00000503745","RAP1GDS1"
"ENST00000503833","CTSZ"
"ENST00000503834","CMBL"
"ENST00000503853","PRELID1"
"ENST00000503870","LINC02110"
"ENST00000503877","LINC02148"
"ENST00000503888","PARP8"
"ENST00000503892","TMEM167A"
"ENST00000503905","CFAP100"
"ENST00000503911","MAPK10"
"ENST00000503929","LINC02431"
"ENST00000503958","CDH10"
"ENST00000504033","ZNF331"
"ENST00000504085","RCHY1"
"ENST00000504171","NSG1"
"ENST00000504172","ABLIM2"
"ENST00000504183","MAP1B"
"ENST00000504211","UBE2D3"
"ENST00000504216","SLC9B1"
"ENST00000504255","GPR78"
"ENST00000504292","ABCE1"
"ENST00000504327","PDLIM1P4"
"ENST00000504338","SMUG1"
"ENST00000504358","ARNT"
"ENST00000504463","FBXO4"
"ENST00000504501","OTUD4"
"ENST00000504519","PALLD"
"ENST00000504592","BANK1"
"ENST00000504618","SAP30"
"ENST00000504631","RGS14"
"ENST00000504725","ASTE1"
"ENST00000504726","RACK1"
"ENST00000504739","WDR1"
"ENST00000504761","TCOF1"
"ENST00000504780","PGM3"
"ENST00000504797","SMUG1"
"ENST00000504834","PIK3R4"
"ENST00000504837","FBXL5"
"ENST00000504838","USP17L14P"
"ENST00000504857","EPN3"
"ENST00000504868","CCDC158"
"ENST00000504877","CDO1"
"ENST00000504901","MRPL1"
"ENST00000504914","ART3"
"ENST00000504943","LINC01587"
"ENST00000505106","C5orf38"
"ENST00000505133","LINC02615"
"ENST00000505138","PHF3"
"ENST00000505173","SPAG9"
"ENST00000505211","GATB"
"ENST00000505241","FAM193B"
"ENST00000505302","MRPS30-DT"
"ENST00000505366","ZFR"
"ENST00000505376","SLC1A3"
"ENST00000505392","CCHCR1"
"ENST00000505416","PRELID2"
"ENST00000505432","IL17B"
"ENST00000505447","AFAP1"
"ENST00000505535","SLC10A6"
"ENST00000505705","LIMCH1"
"ENST00000505707","FAM197Y9"
"ENST00000505833","RASA2"
"ENST00000505849","CCNL2"
"ENST00000505891","HHIP"
"ENST00000505920","ATP5MGL"
"ENST00000505940","TLR1"
"ENST00000506044","KIF13A"
"ENST00000506111","TLR10"
"ENST00000506140","PPP2R2C"
"ENST00000506162","NR2F1"
"ENST00000506163","SMN1"
"ENST00000506293","LINC02056"
"ENST00000506297","INPP4B"
"ENST00000506314","LEF1-AS1"
"ENST00000506350","TXNDC15"
"ENST00000506355","MTCO1P31"
"ENST00000506432","FAM193B"
"ENST00000506463","OSMR-AS1"
"ENST00000506529","STOX2"
"ENST00000506533","KAT7"
"ENST00000506542","SERF1B"
"ENST00000551301","SLC48A1"
"ENST00000551325","FRS2"
"ENST00000551327","PXN"
"ENST00000551358","SENP1"
"ENST00000551361","SNHG14"
"ENST00000551397","MON2"
