"searchedTranscript","transcriptGene"
"ENST00000588544","PSMC3IP"
"ENST00000588550","LINC00484"
"ENST00000588570","HAUS5"
"ENST00000588602","ZNF500"
"ENST00000588653","ZNF562"
"ENST00000588713","LIG3"
"ENST00000588729","PRELID3A"
"ENST00000588792","TMC6"
"ENST00000588843","LOC107985131"
"ENST00000588936","CLASRP"
"ENST00000588938","MAP4K1"
"ENST00000588980","U2AF1L4"
"ENST00000588981","TNNT1"
"ENST00000589027","FAM98C"
"ENST00000589048","PALM3"
"ENST00000589076","SMAD4"
"ENST00000589104","KDM4B"
"ENST00000589172","SYT5"
"ENST00000589263","ZNF451-AS1"
"ENST00000589272","RTBDN"
"ENST00000589312","ZNF451-AS1"
"ENST00000589338","KMT5C"
"ENST00000589361","OAZ1"
"ENST00000589449","TBX4"
"ENST00000589509","MKNK2"
"ENST00000589618","ASB16"
"ENST00000589668","ZNF253"
"ENST00000589683","RAMP2"
"ENST00000589753","ATG4D"
"ENST00000589822","AP1M1"
"ENST00000589897","TPM4"
"ENST00000589937","RFX1"
"ENST00000589964","CROCCP3"
"ENST00000590093","PPL"
"ENST00000590198","ROGDI"
"ENST00000590214","ARHGAP45"
"ENST00000590228","GNAL"
"ENST00000590244","APPBP2"
"ENST00000590281","FAAP24"
"ENST00000590286","MAN1A2P1"
"ENST00000590305","ZNF57"
"ENST00000590319","ZNF506"
"ENST00000590346","WFDC21P"
"ENST00000590378","SHFL"
"ENST00000590449","BIRC5"
"ENST00000590575","EML2"
"ENST00000590615","ZNF155"
"ENST00000590631","RAD51D"
"ENST00000590756","AP1M1"
"ENST00000590762","UNC13D"
"ENST00000590783","EZH1"
"ENST00000590861","NFATC1"
"ENST00000590874","CAPNS1"
"ENST00000590906","KCTD15"
"ENST00000591034","CEP76"
"ENST00000591056","ZNF561-AS1"
"ENST00000591073","ZNF569"
"ENST00000591096","AARSD1"
"ENST00000591136","ACBD4"
"ENST00000591168","ZNF221"
"ENST00000591249","ATP5F1D"
"ENST00000591272","SRP68"
"ENST00000591295","ATXN7L3"
"ENST00000591380","ZNF570"
"ENST00000591456","HS2ST1"
"ENST00000591688","MRI1"
"ENST00000591727","NANOS3"
"ENST00000591792","MALT1"
"ENST00000591819","DNM2"
"ENST00000591878","MFSD12"
"ENST00000591925","ME2"
"ENST00000592095","ZNF180"
"ENST00000592115","BIRC5"
"ENST00000592247","RHPN2"
"ENST00000592326","USP36"
"ENST00000592329","ACOX1"
"ENST00000592369","TMEM161A"
"ENST00000592376","QTRT1"
"ENST00000592461","ZNF580"
"ENST00000592483","CAPNS1"
"ENST00000592501","GZMM"
"ENST00000592581","ZNF233"
"ENST00000592584","TLE2"
"ENST00000592643","H3-3B"
"ENST00000592746","GPATCH8"
"ENST00000592757","ABHD17A"
"ENST00000592769","QPCTL"
"ENST00000592776","PTPN2"
"ENST00000592819","SYCE2"
"ENST00000592841","UBA2"
"ENST00000592883","RFX2"
"ENST00000592890","LOC101927018"
"ENST00000592894","MPPE1"
"ENST00000593036","CDC34"
"ENST00000593151","EDDM13"
"ENST00000593259","MBTD1"
"ENST00000593337","IRF3"
"ENST00000593426","ZNF431"
"ENST00000593477","EGLN2"
"ENST00000593483","RCN3"
"ENST00000593547","PEX11G"
"ENST00000593568","LINC01515"
"ENST00000593650","ZNF615"
"ENST00000593687","ZNF546"
"ENST00000593754","SARS2"
"ENST00000593771","EXOSC5"
"ENST00000593775","TECR"
"ENST00000593844","DAPK3"
"ENST00000593970","INSR"
"ENST00000594038","CPT1C"
"ENST00000594303","ZNF544"
"ENST00000594587","CPT1C"
"ENST00000594594","AKAP8L"
"ENST00000594743","CD37"
"ENST00000594770","FBXO27"
"ENST00000594803","ZNF671"
"ENST00000594959","INTS6-AS1"
"ENST00000594990","SUPT5H"
"ENST00000595045","NOTCH3"
"ENST00000595114","ZNF615"
"ENST00000595142","MARCHF2"
"ENST00000595176","PNPLA6"
"ENST00000595309","LINC01676"
"ENST00000595348","ZNF414"
"ENST00000595402","ZNF702P"
"ENST00000595405","ZNF626"
"ENST00000595558","ZNF541"
"ENST00000595736","ZNF682"
"ENST00000595817","FARP1"
"ENST00000595928","ANKRD24"
"ENST00000596016","STRN4"
"ENST00000596228","LRMDA"
"ENST00000596295","HNRNPM"
"ENST00000596402","DKKL1"
"ENST00000596492","CD22"
"ENST00000596552","PLA2G4C-AS1"
"ENST00000596559","ZNF28"
"ENST00000596672","LIG1"
"ENST00000596784","NOVA2"
"ENST00000596907","PSG4"
"ENST00000596955","KLK13"
"ENST00000597144","LIX1L-AS1"
"ENST00000597151","LTBP4"
"ENST00000597173","TEX41"
"ENST00000597184","KCNN4"
"ENST00000597212","DMKN"
"ENST00000597743","CALM3"
"ENST00000597810","ZNF738"
"ENST00000598068","OCEL1"
"ENST00000598092","LINC01515"
"ENST00000598111","PDE4C"
"ENST00000598159","SSBP4"
"ENST00000598239","KLK15"
"ENST00000598292","AKAP8L"
"ENST00000598459","SUPT5H"
"ENST00000598532","GTPBP3"
"ENST00000598564","SH3GL1"
"ENST00000598629","ZNF417"
"ENST00000598704","SLC25A23"
"ENST00000598707","ECH1"
"ENST00000598754","IGFL2-AS1"
"ENST00000598836","KCNN4"
"ENST00000598999","HNRNPM"
"ENST00000599000","KXD1"
"ENST00000599117","SUPT5H"
"ENST00000599211","LIPE"
"ENST00000599238","ZNF584"
"ENST00000599258","ZNF350"
"ENST00000599267","CA11"
"ENST00000599343","SCN8A"
"ENST00000599389","CEACAM1"
"ENST00000599427","PCBP1-AS1"
"ENST00000599867","ZNF17"
"ENST00000599920","MYH14"
"ENST00000599926","SPTBN4"
"ENST00000599935","ZIM2"
"ENST00000600026","LTBP4"
"ENST00000600055","LIG1"
"ENST00000600344","ZNF134"
"ENST00000600368","ZNF432"
"ENST00000600517","ARHGEF1"
"ENST00000600596","HNRNPUL1"
"ENST00000600887","PPP3CB-AS1"
"ENST00000600951","CFAP221"
"ENST00000600966","A1BG"
"ENST00000601246","LYPD4"
"ENST00000601492","RPS19"
"ENST00000601514","RYR1"
"ENST00000601610","SYNGR4"
"ENST00000601652","TECR"
"ENST00000601711","ZNF766"
"ENST00000601715","ZNF780A"
"ENST00000601785","CD33"
"ENST00000601875","ZNF667-AS1"
"ENST00000601876","PLAUR"
"ENST00000601886","ANGPTL4"
"ENST00000602001","CRX"
"ENST00000602091","PCBP1-AS1"
"ENST00000602122","LSR"
"ENST00000602125","C19orf48"
"ENST00000602167","MAP2K2"
"ENST00000602181","FKRP"
"ENST00000602253","ZNF546"
"ENST00000602357","ASMTL-AS1"
"ENST00000602420","FTX"
"ENST00000602483","SNHG8"
"ENST00000602523","BMI1"
"ENST00000602656","ACD"
"ENST00000602743","COX10-AS1"
"ENST00000602924","CARMIL2"
"ENST00000602935","MIR99AHG"
"ENST00000603043","CDCA3"
"ENST00000603073","AKR1C2"
"ENST00000603161","STX8P1"
"ENST00000603228","LINC01588"
"ENST00000603313","BNC2"
"ENST00000604053","GTF3C6P3"
"ENST00000604069","FBXW7"
"ENST00000604285","SUMO2P15"
"ENST00000604404","FXYD3"
"ENST00000604481","LINC01355"
"ENST00000604524","ZSWIM8"
"ENST00000604932","BABAM2"
"ENST00000604946","BNIP3P4"
"ENST00000604952","MTRNR2L6"
"ENST00000604971","DUSP22"
"ENST00000605025","IGKV2OR2-2"
"ENST00000605109","REXO1L4P"
"ENST00000605159","CDK20"
"ENST00000605275","GALT"
"ENST00000605416","MCU"
"ENST00000605659","WDR11"
"ENST00000605757","SMIM15P2"
"ENST00000606181","KLHDC8A"
"ENST00000606288","SLC9A3-AS1"
"ENST00000606486","TATDN3"
"ENST00000606530","TBC1D7"
"ENST00000606602","SNX5"
"ENST00000606671","ZEB1"
"ENST00000606716","ZNF736"
"ENST00000607398","RSPH3"
"ENST00000607467","HAUS2"
"ENST00000607814","CTSA"
"ENST00000608318","H2BC19P"
"ENST00000608409","FAM227A"
"ENST00000608558","SRD5A3-AS1"
"ENST00000608568","SSX9P"
"ENST00000608632","CBR3-AS1"
"ENST00000608646","REXO1L1P"
"ENST00000608704","APBB1"
"ENST00000608892","SAP30-DT"
"ENST00000608996","SUSD4"
"ENST00000609033","PEF1-AS1"
"ENST00000609179","NRSN2"
"ENST00000609192","CBR3-AS1"
"ENST00000609293","LINC01990"
"ENST00000609443","GRM4"
"ENST00000609565","CYP1B1-AS1"
"ENST00000609613","OR10AB1P"
"ENST00000609696","CADM3-AS1"
"ENST00000609705","TEX41"
"ENST00000609712","GDI2"
