"searchedTranscript","gene","EnsemblID","EntrezSummary","patient1_healthy","patient2_healthy","patient3_healthy","patient4_healthy","patient5_healthy","patient6_healthy","patient7_healthy","patient8_healthy","patient9_healthy","patient10_healthy","patient1_diseased","patient2_diseased","patient3_diseased","patient4_diseased","patient5_diseased","patient6_diseased","patient7_diseased","patient8_diseased","patient9_diseased","patient10_diseased","HealthyMean","DiseasedMean","FoldChange","DifferentialExpression"
"ENST00000416638","","ENSG00000238129","                                            ENSG00000238129  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,0,1.34,0,0,0,0,0,0,0,0.31,0,0.31,0,0,0,0,0,0,0,0.15,0.06,0.42,-0.09
"ENST00000417463","","ENSG00000234503","                                            ENSG00000234503  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,0,0,0,0.14,0.12,0,0.12,0,0,0,0,0,0,0,0,0.07,0.12,0,0,0.04,0.02,0.46,-0.02
"ENST00000417692","","ENSG00000233230","                                            ENSG00000233230  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.41,0.49,0.17,3.42,1.67,1.73,2.27,0.75,2.54,1.18,0.15,1.07,0.6,1.03,1.59,0,1.69,0.47,0.15,0.56,1.5,0.73,0.49,-0.76
"ENST00000418297","","ENSG00000229301","                                            ENSG00000229301  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,0.12,0.89,0,0,0.12,0.11,0.12,0.18,0,0.22,0.23,0.22,0,0,0,0.12,0,0,0,0.17,0.08,0.46,-0.09
"ENST00000418402","","ENSG00000238224","                                            ENSG00000238224  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,0,3.31,3.96,0,1.26,0,0,0,0,0,0,0,0,4.66,0,0,0,0,0,0.95,0.47,0.49,-0.48
"ENST00000418995","","ENSG00000224513","                                            ENSG00000224513  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.73,0.42,4.32,0,1.32,0.39,6.34,2.04,4.81,2.26,1.09,0.77,2.56,1.84,2.43,1.48,0,0.43,0.4,0,2.26,1.1,0.49,-1.17
"ENST00000419045","","ENSG00000233585","                                            ENSG00000233585  is a Pseudogene.                                                                                                                                                                                ",0,0,0,0,0,0,0,0.08,0.25,0,0.08,0,0,0.08,0,0,0,0,0,0,0.04,0.02,0.45,-0.02
"ENST00000419226","","ENSG00000243144","                                            ENSG00000243144  is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with ENSG00000243144 include Clear Cell Renal Cell Carcinoma.                                                                                                                                    ",0,0.26,0.57,0.34,0.74,0.16,1.88,0,0,0,0,0,0,0,0,0.64,0,0,0.48,0.82,0.44,0.19,0.44,-0.24
"ENST00000419384","","ENSG00000230491","                                            ENSG00000230491  is a Pseudogene.                                                                                                                                                                                ",0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0.31,0.14,0.43,-0.18
"ENST00000419672","","ENSG00000230570","                                            ENSG00000230570  is a Pseudogene.                                                                                                                                                                                ",0,0,0,0,0.07,0,0.17,0,0,0,0.06,0,0,0.06,0,0,0,0,0,0,0.03,0.01,0.44,-0.01
"ENST00000419694","","ENSG00000229962","                                            ENSG00000229962  is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with ENSG00000229962 include Pancreatic Cancer.                                                                                                                                    ",0,0,0,0,0,0,0.3,0,0,0,0.08,0,0,0,0,0,0,0.08,0,0,0.03,0.02,0.47,-0.02
"ENST00000419860","","ENSG00000237271","                                            ENSG00000237271  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,0,0.28,0,0.71,2.01,1.01,0,0.21,0,0,0,0.84,0,0,0,0,0.24,0.67,0,0.47,0.17,0.37,-0.3
"ENST00000419937","","ENSG00000227910","                                            ENSG00000227910  is a Pseudogene.                                                                                                                                                                                ",0.4,3.97,5.66,2.79,5.64,1.91,2.61,2.67,0,0,1.58,0.83,1.19,0.8,0.6,1.61,1.83,1.4,0,0.68,2.85,1.05,0.37,-1.8
"ENST00000420213","","ENSG00000237167","                                            ENSG00000237167  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,0,0,0,0,0,0,0.16,0.15,0,0,0,0,0,0,0,0,0,0.16,0,0.03,0.02,0.47,-0.02
"ENST00000420354","","ENSG00000231949","                                            ENSG00000231949  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0.06,0.03,0.47,-0.03
"ENST00000420549","","ENSG00000233290","                                            ENSG00000233290  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.27,0.33,0,0,0.27,0.16,0,0,0.15,0,0,0.16,0,0,0,0.17,0.17,0,0,0,0.13,0.05,0.38,-0.08
"ENST00000420754","","ENSG00000239556","                                            ENSG00000239556  is a Pseudogene.                                                                                                                                                                                ",0.17,0.11,0.64,0,0,0,0,0.2,0.4,0,0,0,0.13,0,0.1,0,0.31,0.14,0.11,0,0.17,0.08,0.46,-0.09
"ENST00000421121","","ENSG00000230333","                                            ENSG00000230333  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,0,0.07,0.18,0.06,0.08,0.12,0.23,0,0.08,0.08,0.04,0.15,0,0.04,0,0,0,0,0,0.08,0.03,0.38,-0.05
"ENST00000421261","","ENSG00000266579","                                            ENSG00000266579  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.74,0,0,0,0,0,0,0.84,1.52,0,0.74,0,0,0,0,0.74,0,0,0,0,0.34,0.15,0.43,-0.2
"ENST00000421310","","ENSG00000236673","                                            ENSG00000236673  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,0,0,0,0,0,0.35,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0.04,0.02,0.43,-0.02
"ENST00000421657","","ENSG00000228302","                                            ENSG00000228302  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.21,0.31,0.34,0.96,0.36,0.19,0.03,0.07,0.27,0.21,0.13,0.23,0.06,0.18,0.36,0.24,0,0.1,0.08,0.11,0.3,0.15,0.49,-0.16
"ENST00000421686","","ENSG00000240240","                                            ENSG00000240240  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.04,0,0.02,0.01,0.45,-0.01
